Quantitation Report,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lab Name:,OGL,,,,,,,,,,,,,,,,
Instrument:,QEFocus,,,,,,,,Method:,Known_IPLs_Marine_11_14_2018_Known_IPLs_Marine_11_14_2018,,,,,,,
User:,Thermo,,,,,,,,,Known_IPLs_Marine_11_14_2018,,,,,,,
Batch:,Known_IPLs_Marine_11_14_2018,,,,,,,,Cali File:,Known_IPLs_Marine_11_14_2018.calx,,,,,,,
,,,,,,,,,,,,,,,,,
Vial Pos,,Sample ID,,File Name,,Level,,Sample Name,,File Date,,Comment,,,,,
MGDG-34:7,,3.45,,743.4752197,,641,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-34:7,,N/F,,N/F,,641,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-34:7,,N/F,,N/F,,641,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-36:2,,3.57,,800.6235962,,95519,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-36:2,,N/F,,N/F,,95519,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-36:2,,N/F,,N/F,,95519,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-32:2,,3.66,,725.5202026,,2262,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-32:2,,3.58,,747.5026245,,2262,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-32:2,,N/F,,N/F,,2262,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-33:0,,3.67,,760.5923462,,90826,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-33:0,,N/F,,N/F,,90826,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-33:0,,N/F,,N/F,,90826,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-32:0,,3.7,,751.5318604,,25193,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-32:0,,N/F,,N/F,,25193,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-32:0,,N/F,,N/F,,25193,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-28:1,,3.6,,673.4865723,,1288,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-28:1,,N/F,,N/F,,1288,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-28:1,,N/F,,N/F,,1288,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-30:2,,3.6,,721.4871826,,4270,Linear,0.000, ,N/A,,N/A,,,,,3
MGDG-30:2,,N/F,,N/F,,4270,Linear,0.000, ,N/F,,N/F,,,,,1
MGDG-30:2,,N/F,,N/F,,4270,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-30:3,,3.72,,697.4873047,,1783,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:3,,N/F,,N/F,,1783,Linear,0.000, ,N/F,,N/F,,,,,2
MGDG-30:3,,N/F,,N/F,,1783,Linear,0.000, ,N/F,,N/F,,,,,3
MGDG-30:0,,3.87,,720.5629272,,1091915,Linear,0.000, ,N/A,,N/A,,,,,1
MGDG-30:0,,3.87,,725.5181274,,1091915,Linear,0.000, ,N/A,,N/A,,,,,2
MGDG-30:0,,3.87,,703.5386963,,1091915,Linear,0.000, ,N/A,,N/A,,,,,3
Gly-Cer-22:2,,5.88,,586.4326782,,960,Linear,0.000, ,N/A,,N/A,,,,,1
Gly-Cer-22:2,,N/F,,N/F,,960,Linear,0.000, ,N/F,,N/F,,,,,2
Gly-Cer-22:2,,N/F,,N/F,,960,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-40:1,,7.58,,822.7196655,,69790,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-40:1,,N/F,,N/F,,69790,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-40:1,,N/F,,N/F,,69790,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:2,,7.62,,784.6068115,,5183,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:2,,N/F,,N/F,,5183,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:2,,N/F,,N/F,,5183,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-36:4,,7.62,,758.5947876,,56506,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:4,,7.65,,780.5774536,,56506,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-36:4,,N/F,,N/F,,56506,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-38:0,,7.59,,786.6208496,,10715,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-38:0,,7.61,,808.6072998,,10715,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-38:0,,7.61,,808.6072998,,10715,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-38:0,,N/F,,N/F,,10715,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-38:0,,N/F,,N/F,,10715,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-38:0,,N/F,,N/F,,10715,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-33:1,,7.69,,746.592041,,5180150,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-33:1,,7.7,,724.6083984,,5180150,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-33:1,,7.69,,741.6361694,,5180150,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:2,,7.66,,736.609436,,3032112,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:2,,7.65,,758.5939331,,3032112,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:2,,N/F,,N/F,,3032112,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:2,,N/F,,N/F,,3032112,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:2,,N/F,,N/F,,3032112,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:2,,N/F,,N/F,,3032112,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-38:5,,7.61,,808.6072998,,1414,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-38:5,,N/F,,N/F,,1414,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-38:5,,N/F,,N/F,,1414,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:1,,7.72,,710.5934448,,6936032,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:1,,7.7,,732.5765991,,6936032,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:1,,7.71,,727.6223145,,6936032,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:6,,7.71,,754.5644531,,13754,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:6,,N/F,,N/F,,13754,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:6,,N/F,,N/F,,13754,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS,,7.75,,712.6068726,,1187844,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS,,7.71,,734.5931396,,1187844,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS,,7.73,,729.6335449,,1187844,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:4,,7.7,,732.5765991,,87991,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:4,,7.7,,754.5601807,,87991,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:4,,N/F,,N/F,,87991,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:1,,7.81,,682.562439,,875124,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:1,,7.75,,704.5466919,,875124,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:1,,7.67,,699.5914917,,875124,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:5,,7.66,,756.5787964,,53019,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:5,,7.81,,773.6008301,,53019,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:5,,7.81,,773.6008301,,53019,Linear,0.000, ,N/A,,N/A,,,,,6
DGTS-36:5,,7.81,,773.6008301,,53019,Linear,0.000, ,N/A,,N/A,,,,,8
DGTS-36:5,,N/F,,N/F,,53019,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:5,,N/F,,N/F,,53019,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-36:5,,N/F,,N/F,,53019,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-36:5,,N/F,,N/F,,53019,Linear,0.000, ,N/F,,N/F,,,,,7
DGTS-36:5,,N/F,,N/F,,53019,Linear,0.000, ,N/F,,N/F,,,,,9
DGTS-31:0,,7.79,,698.5936279,,640310,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-31:0,,7.75,,715.6184082,,640310,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:0,,7.7,,720.5771484,,640310,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-29:0,,7.82,,687.5870361,,9689,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:0,,7.81,,692.5465698,,9689,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-29:0,,N/F,,N/F,,9689,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:0,,7.75,,740.6362915,,91601,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:0,,8.19,,738.6248169,,91601,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:0,,N/F,,N/F,,91601,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-34:0,,N/F,,N/F,,91601,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-34:0,,N/F,,N/F,,91601,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:0,,N/F,,N/F,,91601,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-34:1,,7.69,,738.6237793,,10141234,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:1,,7.66,,760.609375,,10141234,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-34:1,,7.68,,755.6543579,,10141234,Linear,0.000, ,N/A,,N/A,,,,,4
DGTS-34:1,,N/F,,N/F,,10141234,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:1,,N/F,,N/F,,10141234,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-34:1,,N/F,,N/F,,10141234,Linear,0.000, ,N/F,,N/F,,,,,6
DGTS-34:3,,7.71,,734.5931396,,150908,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-34:3,,7.71,,756.5748291,,150908,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:3,,N/F,,N/F,,150908,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-28:1,,7.84,,654.5313721,,276758,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:1,,N/F,,N/F,,276758,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-28:1,,N/F,,N/F,,276758,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-30:0,,7.82,,684.578064,,648219,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-30:0,,7.78,,706.5623169,,648219,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-30:0,,7.78,,701.6018066,,648219,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-36:3,,7.89,,760.6098633,,599,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-36:3,,N/F,,N/F,,599,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-36:3,,N/F,,N/F,,599,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-34:6,,7.88,,750.5275879,,862,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-34:6,,N/F,,N/F,,862,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-34:6,,N/F,,N/F,,862,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-28:0,,7.87,,656.5470581,,1627099,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-28:0,,7.84,,673.5724487,,1627099,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-28:0,,7.78,,678.5310059,,1627099,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:0,,7.84,,734.5928345,,1528,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:0,,N/F,,N/F,,1528,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-32:0,,N/F,,N/F,,1528,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-32:2,,7.97,,730.5621338,,1141,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:2,,N/F,,N/F,,1141,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-32:2,,N/F,,N/F,,1141,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-27:0,,7.91,,642.5316162,,375420,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-27:0,,7.88,,659.5553589,,375420,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-27:0,,7.94,,664.5140991,,375420,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:3,,7.95,,728.546875,,999,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-32:3,,N/F,,N/F,,999,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-32:3,,N/F,,N/F,,999,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-26:0,,7.95,,628.5159302,,235191,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-26:0,,7.9,,645.5402832,,235191,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-26:0,,N/F,,N/F,,235191,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-29:1,,8.01,,685.5759277,,488,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-29:1,,N/F,,N/F,,488,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-29:1,,N/F,,N/F,,488,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-32:4,,8.02,,704.5477905,,13069,Linear,0.000, ,N/A,,N/A,,,,,1
DGTS-32:4,,8.08,,721.5748291,,13069,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-32:4,,N/F,,N/F,,13069,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-35:0,,8.06,,769.6672363,,3152,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-35:0,,N/F,,N/F,,3152,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-35:0,,N/F,,N/F,,3152,Linear,0.000, ,N/F,,N/F,,,,,3
DGTS-31:1,,8.18,,713.6045532,,1085,Linear,0.000, ,N/A,,N/A,,,,,2
DGTS-31:1,,8.16,,718.5616455,,1085,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-31:1,,N/F,,N/F,,1085,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-33:0,,8.14,,736.609314,,13672,Linear,0.000, ,N/A,,N/A,,,,,3
DGTS-33:0,,N/F,,N/F,,13672,Linear,0.000, ,N/F,,N/F,,,,,1
DGTS-33:0,,N/F,,N/F,,13672,Linear,0.000, ,N/F,,N/F,,,,,2
DGTS-33:0,,N/F,,N/F,,13672,Linear,0.000, ,N/F,,N/F,,,,,4
DGTS-33:0,,N/F,,N/F,,13672,Linear,0.000, ,N/F,,N/F,,,,,5
DGTS-33:0,,N/F,,N/F,,13672,Linear,0.000, ,N/F,,N/F,,,,,6
PDME-DAG-35:1,,8.3,,760.5853882,,60832,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-35:1,,N/F,,N/F,,60832,Linear,0.000, ,N/F,,N/F,,,,,2
PDME-DAG-35:1,,N/F,,N/F,,60832,Linear,0.000, ,N/F,,N/F,,,,,3
C16PDME,,8.4,,720.5541992,,183513,Linear,0.000, ,N/A,,N/A,,,,,1
C16PDME,,8.46,,737.5783691,,183513,Linear,0.000, ,N/A,,N/A,,,,,2
C16PDME,,N/F,,N/F,,183513,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-24:0,,8.42,,617.5130005,,291,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-24:0,,N/F,,N/F,,291,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-24:0,,N/F,,N/F,,291,Linear,0.000, ,N/F,,N/F,,,,,3
PDME-DAG-30:0,,8.49,,692.5232544,,1317282,Linear,0.000, ,N/A,,N/A,,,,,1
PDME-DAG-30:0,,8.46,,709.5481567,,1317282,Linear,0.000, ,N/A,,N/A,,,,,2
PDME-DAG-30:0,,8.49,,714.5064087,,1317282,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-25:0,,8.93,,636.4824219,,378,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-25:0,,N/F,,N/F,,378,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-25:0,,N/F,,N/F,,378,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-33:1,,9.46,,724.6112671,,422,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-33:1,,N/F,,N/F,,422,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-33:1,,N/F,,N/F,,422,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:5,,9.58,,730.5650024,,1704,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:5,,N/F,,N/F,,1704,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:5,,N/F,,N/F,,1704,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-36:2,,9.57,,764.6408081,,51788,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-36:2,,N/F,,N/F,,51788,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-36:2,,N/F,,N/F,,51788,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:6,,9.43,,784.6103516,,33780,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-38:6,,N/F,,N/F,,33780,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-38:6,,N/F,,N/F,,33780,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-36:6,,9.51,,756.5778809,,20818,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-36:6,,9.48,,778.5619507,,20818,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-36:6,,N/F,,N/F,,20818,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-35:1,,9.59,,752.6428833,,17009,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-35:1,,N/F,,N/F,,17009,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-35:1,,N/F,,N/F,,17009,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-38:5,,9.46,,803.6541138,,547,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-38:5,,N/F,,N/F,,547,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-38:5,,N/F,,N/F,,547,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-42:11,,9.56,,852.5776367,,426,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-42:11,,N/F,,N/F,,426,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-42:11,,N/F,,N/F,,426,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-40:10,,9.59,,812.5584717,,11695,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-40:10,,N/F,,N/F,,11695,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-40:10,,N/F,,N/F,,11695,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:1,,9.54,,760.6049805,,105829,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:1,,9.62,,738.6251221,,105829,Linear,0.000, ,N/A,,N/A,,,,,2
DGTA-34:1,,N/F,,N/F,,105829,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-21:0,,9.53,,580.4197388,,408,Linear,0.000, ,N/A,,N/A,,,,,3
DGTA-21:0,,N/F,,N/F,,408,Linear,0.000, ,N/F,,N/F,,,,,1
DGTA-21:0,,N/F,,N/F,,408,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:2,,9.63,,736.6087646,,41636,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:2,,N/F,,N/F,,41636,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:2,,N/F,,N/F,,41636,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-34:2,,9.56,,730.5388184,,273743,Linear,0.000, ,N/A,,N/A,,,,,1
PME-DAG-34:2,,9.55,,752.5198364,,273743,Linear,0.000, ,N/A,,N/A,,,,,3
PME-DAG-34:2,,N/F,,N/F,,273743,Linear,0.000, ,N/F,,N/F,,,,,2
C16PA,,9.67,,671.4627686,,696,Linear,0.000, ,N/A,,N/A,,,,,2
C16PA,,N/F,,N/F,,696,Linear,0.000, ,N/F,,N/F,,,,,1
C16PA,,N/F,,N/F,,696,Linear,0.000, ,N/F,,N/F,,,,,3
DGTA-34:4,,9.7,,732.5785522,,380,Linear,0.000, ,N/A,,N/A,,,,,1
DGTA-34:4,,N/F,,N/F,,380,Linear,0.000, ,N/F,,N/F,,,,,2
DGTA-34:4,,N/F,,N/F,,380,Linear,0.000, ,N/F,,N/F,,,,,3
PME-DAG-33:1,,9.63,,718.5384521,,550069,Linear,0.000, ,N/A,,N/A,,,,,1
